# Extracted from Russian Wiktionary/Kaikki; review before redistribution.
дьрзость	наглость	
дьрзостьно	смело	
дьрзостьнѣ	дерзко	
дьячей	вариант дьячій	
дьячій	дьячий	
дюжии	сильный	
дєбєла	толстота	
дєбєлити	утолщать	
дєбєль	толстота	
дєбєльство	грубость	
дєбєлꙑи	толстый	
дєвєрь	брат мужа	
дєвѧть	девять	
дєвѧтьдєсѧть	девяносто	
дєвѧтьнадєсѧть	девятнадцать	
дєкаполитьскъ	Десятиградия	
дєкапольскъ	Десятиградия	
дєкѧбръ	декабрь	
дєльфисъ	дельфин	
дємонъ	мифол., религ. демон (злой дух)	
дємоньскъ	демонов	
дєнєжька	денежка	
дєргъ	?	
дєрнъ	присяга	
дєрть	конец	
дєрєвьнꙗ	деревня	
дєрєвьцє	деревцо	
дєрєвєнька	деревенька	
дєсити	застать	
дєсница	десница	
дєсть	листовой формат бумаги	
дєсѧтина	род налога	
дєсѧтина	десятина	
дєсѧтъ	десятый	
дєсѧть	десять	
дєѵтєролєпто	секунда	
діаволъ	религ. дьявол	
дїаволъ	дьявол	
дѣва	дева	
дѣва	девушка, девица, дева	
дѣва	девственница	
дѣваꙗ	дева	
дѣвица	девушка, девица	
дѣвичь	девичий	
дѣвичьскъ	девственный	
дѣвка	лицо женского пола, достигшее половой зрелости, но не состоящее в браке; девушка	
дѣвка	ребёнок или подросток женского пола; девочка	
дѣвка	лицо женского пола по отношению к своим родителям; дочь	
дѣвочька	девочка	
дѣвъка	девушка	
дѣвьство	девство	
дѣвєричь	деверь	
дѣвєрь	деверь	
дѣдина	наследие	
дѣдина	дедина	
дѣдичь	наследник по деду	
дѣдичьна	госпожа	
дѣдъ	дед	
дѣдъ	дед; отец отца или матери	
дѣдъ	шутл. или пренебр. мужчина пожилого возраста	
дѣепричастіе	деепричастие	
дѣжа	кадка для теста	
дѣиствовати	действовать	
дѣиствьнъ	делающий	
дѣйствованіе	действование	
дѣйствуяй	дѣйствующий	
дѣйствіе	действие	
дѣлавшій	делавший	
дѣлавꙑи	деятельный	
дѣланиѥ	работа	
дѣланиѥ	усилие	
дѣланіе	делание	
дѣлати	действовать	
дѣлати	работать	
дѣлати	делать, строить, изготовлять	
дѣлать	делать	
дѣлатєль	делатель	
дѣлающій	делающий	
дѣливꙑи	трудящийся	
дѣлити	делить	
дѣлить	делить	
дѣлитєль	тот, кто делит	
дѣло	дело	
дѣло	дело (во всех значениях)	
дѣло	действие, поступок	
дѣлолюбꙑи	трудолюбивый	
дѣломѣрьнꙑи	для раздела применяемый	
дѣль	раздел	
дѣльникъ	мастерская	
дѣльнꙑи	прилагательное к дѣло	
дѣльць	работник	
дѣлꙗ	по причине	
дѣмонъ	демон	
дѣра	отверстие	
дѣти	то же, что дети; мальчики и девочки в раннем возрасте	
дѣти	то же, что дети; сыновья и дочери по отношению к их родителям	
дѣти	делать	
дѣтина	дитя	
дѣтинецъ	детинец	
дѣтичь	ребёнок	
дѣтищина	дитя	
дѣтищь	дитя	
дѣтищь	ребёнок	
дѣтогѹблѥниѥ	детоубийство	
дѣтьскъ	детский	
дѣтьскꙑ	по-детски	
дѣтєль	создатель	
дѣтѧ	младенец	
дѣяніе	деяние	
дѣꙗниѥ	действие	
дѣꙗти	говорить	
дѣꙗти	действовать	
дѧгъ	ремень	
дѧдьковичь	сын дяди	
дѧдѧ	брат отца или матери	
дѧтьлъ	дятел	
дѫбиѥ	деревья	
дѫбрава	дубрава	
дѫбравьнъ	лесной	
дѫбъ	дуб	
дѫбъ	дерево	
дѫга	радуга	
дѫти	дуть	
дѹмати	размышлять, думать, принимать решение	
дѹмати	замышлять что-либо против кого-либо	
дѹмати	намереваться что-либо сделать	
дѹмьнꙑи	мудрый	
дѹнавъ	Дунай	
дѹновєниѥ	дуновение	
дѹнѫти	дунуть	
дѹпина	рытвина	
дѹпина	отверстие	
дѹплина	углубление	
дѹпло	дупло	
дѹпль	расселина	
дѹровати	безумствовать	
дѹрость	глупость	
дѹрꙑи	другой	
дѹхати	дышать	
дѹховъ	духовный	
дѹховьно	духовно	
дѹховьнодвижимꙑи	движимый духом	
дѹховьнѣ	духовно	
дѹхъ	ветер	
дѹхъ	дух	
дѹша	душа	
дѹшька	опушка	
дѹшьнъ	душевный	
дѹшьнꙑи	знойный	
дѹшєвьнъ	душевный	
дѹшєгрѣꙗ	душегрейка	
дѹшєгѹбиѥ	погубление души	
дѹшєгѹблєниѥ	лишение жизни	
дѹшєгѹбьнꙑи	вредный для души	
дѹшєгѹбьство	лишение жизни	
дѹшєгѹбьць	убийца	
дѹшєтьлѣти	тлеть душой ?	
дꙋбина	дубина	
дꙋбовꙑи	дубовый	
дꙋбъ	дуб	
дꙋнꙋти	дунуть	
дꙑбати	ходить украдкой	
дꙑи	Зевс	
дꙑмъ	дым	
дꙑнꙗ	дыня	
дꙑрꙗ	дыра	
дꙑхавица	отдышка	
дꙑханиѥ	дыхание	
дꙑхати	дышать	
дꙑхати	дуть, веять	
дꙑшаниѥ	дыхание	
дꙑшати	дышать	
евреискы	по-еврейски	
еврейскій	еврейский	
единамо	вместе, в одно место	
единой	вариант единый	
единообразной	вариант единообразный	
ельма	так как	
епитимія	религ., церк. епитимия; в христианстве — духовное взыскание, наказание, налагаемое церковью на кающегося грешника	
естественной	вариант естественный	
естьли	если	
жаба	лягушка	
жаба	жаба	
жабьнꙑи	относящийся к жабам	
жагало	жало	
жадной	вариант жадной	
жадьнꙑи	жаждущий	
жадѣти	жаждать	
жажа	жажда	
жаждущій	жаждущий	
жалити	скорбеть	
жалкой	вариант жалкій	
жало	жало	
жалобной	вариант жалобный	
жалобьнꙑи	жалующийся	
жаловати	жалеть	
жаловати	скорбеть	
жалостливой	вариант жалостливый	
жалостной	вариант жалостный	
жалость	ревность	
жалость	рвение	
жалуючись	дееприч. от жаловаться	
жаль	могила, гробница	
жаравь	журавль	
жаркой	вариант жаркій	
жаркій	жаркий	
жаръ	зной	
жасити	устрашать	
жатвьнꙑи	жатвенный	
жатєль	жнец	
жгучей	вариант жгучій	
жгучій	жгучий	
ждучи	дееприч. от ждать	
ждый	церк.-слав. ждущий	
желавшій	желавший	
желаніе	желание	
желаючи	дееприч. от желать	
желающій	желающий	
желѣзо	железо	
жемчугъ	жемчуг	
жена	женщина	
жена	жена, супруга	
женатой	вариант женатый	
женився	прич. от жениться	
женившійся	женившийся	
женихъ	жених	
женской	вариант женскій	
женскій	женский	
женящійся	женящийся	
жеребій	жеребий	
жертвоприношеніе	жертвоприношение	
жертвуяй	прич. от жертвовать	
жесткій	жёсткий	
жестокой	вариант жестокій	
жестокосердіе	жестокосердие	
жестокій	жестокий	
жечи	жечь	
живати	многократное от жить	
живити	оживить	
живлꙗти	живить	
живодатєль	тот, кто даёт жизнь	
живописной	вариант живописный	
живопросольнꙑи	свежепросольный	
живосътворити	сотворить жизнь	
животворивъ	животворящий	
животворити	оживлять	
животворьць	творец всего сущего, дающий жизнь	
животворьць	животворящий	
животворящій	животворящий	
животина	существо	
животолюбьць	жизнелюбивый человек	
животъ	живот (во всех значениях)	
животъ	жизнь	
животъ	образ жизни	
животьнъ	животный	
живучей	вариант живучій	
живучи	дееприч. от жить	
живущій	живущий	
жившей	вариант жившій	
жившій	живший	
живъ	живой	
живъ	перен. яркий; активный, деятельный, энергичный; выразительный	
живый	живущий	
живяй	живущий	
живꙑ	живущий	
живꙑи	живой	
жидинъ	еврей	
жидкій	жидкий	
жидовинъ	еврей	
жидовъка	еврейка	
жидовьскъ	еврейский	
жидовьчичь	еврейский	
жидовꙑни	еврейка	
жидость	жидкость	
жидъ	язычник	
жизновати	быть гражданином где-либо	
жизнь	жизнь	
жиковина	перстень	
жила	сухожилие	
жилистой	вариант жилистый	
жилищє	жилище	
жирной	вариант жирный	
жиръ	пажить	
жиръ	пастбище	
житарь	смотритель житниц	
житейскій	житейский	
жити	жить, пастись	
жити	жить	
житиискъ	жизненный	
житиѥ	житие	
жито	пища	
жито	хлеб	
житомѣрѥниѥ	мерить зерно	
житый	живший	
жить	жизнь	
житьница	житница	
житьнъ	жизненный	
житьнꙑи	ячменный	
житєль	житель	
житіе	житие	
жищє	жилище	
жиꙁнодавьць	тот, кто даёт жизнь	
жиꙁнь	жизнь	
жиꙁньнъ	жизнетворящий	
жладьба	убыток	
жласти	выплачивать	
жласти	возмещать убыток	
жлѣдьбина	пеня	
жлѣдѣти	расплачиваться	
жлѣсти	выплачивать	
жлѣсти	возместить убыток	
жмя	дееприч. от жать	
жнецъ	жнец	
жнущій	жнущий	
жребей	вариант жребій	
жребій	жребий	
жрьдь	палка	
жрьнꙑ	жернов	
жрьтва	жертва	
жрьти	освящать	
жрьти	перен. жертвовать	
жрьтиѥ	жертвоприношение	
жрьць	жрец	
жрѣбии	жребий	
жрѣбии	доля, наследство	
жрѣбьць	детёныш лошади, осла	
жрѣбѧ	жеребёнок	
жрѣло	голос	
жующій	жующий	
жьвати	жевать	
жьдати	ждать	
жьзлиѥ	палки	
жьзлъ	палка	
жьлтоватꙑи	желтоватый	
жьлть	желтизна	
жьлчь	желток	
жьнѧ	жнущий	
жьрло	голос	
жьрновьница	жерновой камень	
жьртва	жертвоприношение	
жьртвьница	жертвенник	
жьрчь	жреческий	
жьрьць	жрец	
жьꙁлиѥ	прутья	
жьꙁлъ	прут	
жєгало	кадильница	
жєдєрꙑи	сделанный из плюща	
жєлобъ	жёлоб	
жєлоза	железа	
жєлѣдити	облагать пеней	
жєлѣниѥ	желание	
жєлѣсти	платить пеню	
жєлѣтва	печаль	
жєлѣти	желать	
жєлѣꙁнъ	железный	
жєлѣꙁо	железо	
жєлѣꙁо	оковы, кандалы	
жєлꙗ	горе	
жєна	женщина	
жєна	жена	
жєнатꙑи	женатый	
жєнима	наложница	
жєнимаꙗ	наложница	
жєнимаꙗ	женщина	
жєнинъ	притяжательное прилагательное от жєна	
жєнити	женить	
жєниховъ	жениха	
жєнихъ	жених	
жєнъка	уменьшительное от жєна	
жєньскъ	женский	
жєньство	женские особенности	
жєньщина	женщина	
жєнєниѥ	женитьба	
жєравь	журавль	
жєравьць	машина для поднятия моста или ведра	
жєрєбии	жребий	
жєрєбѧ	жеребёнок	
жєрєло	отверстие	
жєстоколѣганьникъ	ложащийся на жёсткое ложе	
жєстокъ	жестокий	
жєстосрьдивъ	жестокосердный	
жєстосрьдиѥ	жестокосердие	
жєстость	суровость	
жєстость	жестокость	
жєсточина	жёсткость	
жєсточити	делать твёрдым	
жєсть	жестокость	
жєстѣти	твердеть	
жєчи	жечь	
жєщи	жечь	
жєщи	перен. сжигать	
жѣлєꙁнъ	железный	
жѧданиѥ	жажда	
жѧдати	испытывать жажду, жаждать	
жѧдати	хотеть, жаждать	
жѧдьнъ	испытывающий жажду	
жѧдѣнъ	желанный	
жѧжда	жажда	
жѧло	жало	
жѧтва	жатва	
жѧти	жать	
жѧтєль	жнец	
жѧтєлꙗнинъ	жнец	
жѹковина	перстень	
жѹкъ	жук	
жѹпанъ	князь или старейшина у южных славян; старшина, начальник	
жѹпищє	гробница	
жѹпєлъ	сера	
жѹпєлєвина	буря	
заалкати	проголодаться	
заапа	надежда	
заапѣти	подозревать	
забавлявшійся	забавлявшийся	
забавляющій	забавляющий	
забавной	вариант забавный	
забавъка	затруднение	
забвеніе	забвение	
забити	прибить	
заблудившійся	заблудившийся	
заблудшій	заблудший	
заблуждающій	заблуждающий	
заблуждающійся	заблуждающийся	
заблужденіе	заблуждение	
заблѹдити	заблудиться	
заблꙋдити	заблудиться	
забои	изгородь	
забориѥ	?	
забороло	деревянная городская стена	
заборона	защита	
заборъ	ограда	
заботливый	заботливый	
забрало	башня	
забъвєниѥ	забвение	
забъдѣти	начать бдеть	
забывающій	забывающий	
забываяй	забывающий	
забывся	прич. от забыться	
забѣжати	убежать	
забꙑвати	забывать	
забꙑти	забыть	
забꙑть	забвение	
завалити	завалить	
завиваючись	дееприч. от завиваться	
завида	зависть	
завидимꙑи	тот, которому завидуют	
завидной	вариант завидный	
завидяй	прич. от завидѣть	
завидѣти	завидовать	
завистливой	вариант завистливый	
зависячи	дееприч. от зависѣть	
зависящій	зависящий	
зависѣть	зависеть	
заводити	приводить	
завои	леторасль	
завоивꙑи	извилистый	
заволочиѥ	название местности за Волоком	
заворожити	поссорить	
заворочати	поворачивать	
заврѣсти	закрыть	
заврѣти	запереть	
завтрашній	завтрашний	
завтрешній	завтрашний	
завтрокъ	завтрак	
завєсти	привести	
завѣдывавшій	заведовавший	
завѣса	завеса	
завѣсити	привесить	
завѣстити	завещать	
завѣтъ	завет	
завѣщаніе	завещание	
завѧзати	завязать	
завѧзка	?	
заглавной	вариант заглавный	
загладити	пригладить	
заговорити	заключить условие	
заговоръ	уговор	
заговоръ	заговор	
загонити	отдать в чужое владение	
загонъ	отряд, посланный для чего-либо	
заготовленіе	заготовление	
заградити	огородить	
заграничной	вариант заграничный	
загрємѣти	начать греметь	
загрєсти	закопать	
задати	отдать	
зади	позади, сзади	
зади	назад	
задней	вариант задній	
задница	наследство	
задорной	вариант задорный	
задосити	постигнуть	
задумчивой	вариант задумчивый	
задъ	зад	
задыхаючись	дееприч. от задыхаться	
задьница	наследство	
задѣвати	возлагать	
задѣлати	исправить	
задѣлывавшій	заделывавший	
задѣти	приказать	
заждь	зад	
зажиточной	вариант зажиточный	
зажь	наследники	
зазоричь	осуждающий	
зазорной	вариант зазорный	
зазоръ	стыд	
заимствовавшій	заимствовавший	
заказовати	приказывать	
заказъ	наказ	
заказꙑвати	указывать	
закидывающій	закидывающий	
закладати	закрывать	
закладꙑвати	отдавать в заклад	
закланіе	заклание	
закласти	заложить	
заключавшій	заключавший	
заключеніе	заключение	
заклятіе	заклятие	
заклѣпсти	заключить	
заклѣпъ	запор	
заколоти	заколоть	
заколъ	загорода в реке	
законодатєль	законодатель	
закононаслѣдити	унаследовать по закону	
законоположеніе	законоположение	
законоположитєль	тот, кто устанавливает законы	
законоположьникъ	тот, кто устанавливает законы	
законоположьнꙑи	узаконенный	
законоположєниѥ	узаконение	
законоправило	постановление, касающееся церкви	
законъ	закон	
законьно	согласно с законом	
законьно	законно, по закону	
законьнѣ	законно	
законьнѣ	в соответствии с законом, по закону	
законьнꙑи	законный	
закоренѣвшій	закореневший	
закосъ	луг	
закраина	небольшой участок земли	
закричь	обнародование	
закрывающій	закрывающий	
закрытой	вариант закрытый	
закрꙑти	покрыть	
залагати	давать в заклад	
залазъ	опасность	
залазьнꙑи	опасный	
залежалой	вариант залежалый	
заложити	принимать в залог	
залєтѣти	залететь	
залєчи	потеряться	
залѣсъ	место за лесом	
замазати	замазать	
замарьнꙑи	прилагательное от замъра	
заматорѣти	состариться	
замолотъ	умолот	
заморити	заморить	
заморьскꙑи	заморский	
замъкнꙋти	запереть	
замъкъ	замок	
замъра	музыкальный инструмент	
замышляющій	замышляющий	
замьдлити	замедлить	
замєтати	раскидывать	
замєтъ	забор	
замѣнити	поменять	
замѣчаніе	замечание	
замѣчать	замечать	
замѧсти	возмутить	
замѹдити	замедлить	
замѹдѣти	замешкаться	
замꙋчити	замучить	
замꙑкати	запирать на замок	
занарѧдъ	специальная одежда	
занимавшій	занимавший	
занимавшійся	занимавшийся	
занимающій	занимающий	
занимающійся	занимающийся	
занятіе	занятие	
занєсти	занести	
западной	вариант западный	
западъ	запад	
запалити	зажечь	
запасливой	вариант запасливый	
запасти	запасть	
запасъ	припас	
запивка	запивка	
запинающій	запинающий	
записывавшій	записывавший	
записꙑвати	записывать	
заплакати	заплакать	
заплотина	плотина	
заплєтина	косичка	
заповѣдь	заповедь	
заповѣдѣти	приказать	
запоица	пьяница	
запрашати	просить	
запрещающей	вариант запрещающій	
запрещающій	запрещающий	
запросити	просить	
запросъ	то, что просят	
запрьва	сперва, прежде всего	
запрѣти	запереть	
запрѣтити	запретить	
запустѣніе	запустение	
запутавшійся	запутавшийся	
запъ	мнение	
запыхаючись	дееприч. от запыхаться	
запьсати	написать	
запєрєложити	запустить под перелог	
запєчатьлѣти	опечатать	
запѧтити	?	
запѧть	вместе	
запѧтьнити	наложить тавро, клеймо	
запѹскъ	заговение	
запѹстити	дать в долг	
запѹстѣти	запустеть	
заработывающій	зарабатывающий	
заразити	поразить	
зарокъ	обет	
заронити	уронить	
зарослꙑи	заросший	
зарочьнꙑи	прилагательное от зарокъ	
зарьнꙑи	светлый	
зарєвъ	название месяца августа	
зарѧдъ	заряд	
зарѹшити	разрушить	
зарꙋбати	засекать	
зарꙋкавиѥ	обшивка на рукаве	
зарꙋчити	назначить	
засадити	назначить	
заскочити	подскочить	
засобь	за себя	
засовъ	засов	
заспа	крупа	
заставити	поручить	
застаниѥ	любодеянье	
застарѣвшій	застаревший	
застога	застёжка	
застольной	вариант застольный	
застрастити	запугать	
застрѣлꙗти	убить	
заступающій	заступающий	
заступленіе	заступление	
застєжька	застёжка	
застѫпъ	помощь	
застꙋпити	защитить	
засѣданіе	заседание	
засѣдѣти	завладеть	
засѣсти	захватить	
засѣꙗти	засеять	
засꙑлати	подсылать	
засꙑпати	закопать	
засꙑхати	засыхать	
затварꙗти	запирать	
затворити	закрыть	
затворъ	темница	
затворьница	затворница	
затворяющій	затворяющий	
затерявшійся	затерявшийся	
затинка	крюковой знак	
затишиѥ	затишье	
затопити	заварить	
заточити	заточить	
затрогиваться	затрагиваться	
затъкнꙋти	заткнуть	
затєрꙗти	потерять	
затѧзати	затягивать	
затꙑкати	затыкать	
заховати	исполнить	
заходити	заходить	
заходъ	заход	
захотѣти	захотеть	
захотѣть	захотеть	
захꙑтити	захватить	
зачавшій	зачавший	
зачало	начало	
зашиикъ	затылок	
защитьникъ	защитник	
защищеніе	защищение	
заячей	вариант заячій	
заячій	заячий	
заємъ	заём	
заѹтрина	утро	
заѹтрокъ	завтрак	
заꙗпивꙑи	лукавый	
заꙗпиѥ	?	
заꙗпъ	сомнение	
заꙗпѣти	подозревать	
звавшій	звавший	
званіе	звание	
зватєль	глашатай	
звенящій	звенящий	
звиздъ	свист	
звонити	бить в колокол	
звонкой	вариант звонкій	
звонъ	звон (во всех значениях)	
звонєниѥ	звон	
звучащій	звучащий	
звьно	отрезок большой рыбы от позвонка до позвоночника	
звєно	одно из колец, составляющих цепь	
звєнѣти	издавать звук	
звѣзда	звезда (во всех значениях)	
звѣзда	звезда	
звѣрина	мясо зверя	
звѣроꙗдина	животное, растерзанное зверем	
звѣрь	зверь	
звѣрьнꙑи	звериный	
звѣрьскꙑи	зверский	
звѧкнꙋти	издать звук	
звѧкъ	звук	
звѧцати	издавать звон	
зголовиѥ	изголовье	
здавать	сдавать	
зданіе	здание	
здать	сдать	
здоровой	вариант здоровый	
здоровъ	здоровый	
здоровый	здоровый	
здравой	вариант здравый	
здравꙑи	здоровый	
здракъ	вид	
зеленой	вариант зеленый	
зеленѣющій	зеленеющий	
земледѣлецъ	земледелец	
землетрясеніе	землетрясение	
землꙗ	земля, мир	
землꙗ	страна, земля, край	
землꙗ	суша, поверхность земли; почва	
зернистой	вариант зернистый	
зерноватой	вариант зерноватый	
зидарь	устар. строитель, каменщик	
зидъ	стена	
зидъ	забрало	
зиждущій	зиждущий	
зижитєль	создатель	
зима	зима	
зимней	вариант зимній	
зимній	зимний	
зимовавшій	зимовавший	
зимовати	проводить зиму	
зимьница	лихорадка	
зимьнъ	зимний	
златица	монета	
златоглаголивꙑи	красноречивый	
златодѣтєль	работающий из золота	
златоносивъ	носящий золотые украшения	
златьникъ	золотая монета	
златьница	деньги	
златьнꙑи	золотой	
златꙑи	золотой	
злачной	вариант злачный	
злобной	вариант злобный	
злодѣй	злодей	
зломыслящей	вариант зломыслящій	
зломыслящій	зломыслящий	
злорѣчіе	злоречие	
злословящій	злословящий	
злостраданіе	злострадание	
злото	золото	
злоумышленіе	злоумышление	
злоумышляющій	злоумышляющий	
змарагдъ	изумруд	
змии	змей	
змиика	крюковой знак	
змьи	змей	
змѣеукротитель	змееукротитель	
змѣи	пушечный снаряд	
змѣй	змей	
знавшій	знавший	
знавъ	дееприч. от знать	
знакъ	знакомец	
знаменитой	вариант знаменитый	
знаменованіе	знаменование	
знаменіе	знамение	
знамость	знакомство	
знамєниѥ	знак	
знамѧ	отличие	
знати	знать	
знатной	вариант знатный	
знатьба	знак	
знахарь	кто знает дело	
значащій	значащий	
значеніе	значение	
значущій	значащий	
знаючи	дееприч. от знать	
знающій	знающий	
знающійся	знающийся	
знаяй	знающий	
знои	жар	
знои	зной	
знойной	вариант знойный	
зобати	есть	
зобота	то же, что забота	
зобота	присмотр	
зоботливый	вариант заботливый	
зобь	корм	
зовущій	зовущий	
зовя	дееприч. от звать	
зогзица	кукушка	
зодии	зодиак	
золоба	злоба	
золобь	злоба	
золовѣриѥ	зловерие	
золотити	золотить	
золотовьрхꙑи	с золотым куполом	
золотоносьць	тот, кто имеет золотые знаки отличия в виде украшений	
золотошвєи	мастер-канительщик	
золотьникъ	золотая монета	
золотьнꙑи	позолоченный	
золотꙑи	золотой	
зорьнѣсть	жилистое мясо	
зрадца	изменник	
зракъ	вид	
зрьцало	зеркало	
зряй	зрящий	
зрячій	зрячий	
зрѣніе	зрение	
зрѣть	зреть	
зрѣющій	зреющий	
зубъ	зуб (во всех значениях)	
зъвати	звать	
зъвати	восклицать, звать, кричать	
зъло	зло	
зълобивъ	злой	
зълобити	порочить, унижать	
зълобовати	творить зло	
зълобовати	вредить	
зълобь	скверность	
зъловѣстити	говорить зло	
зълодѣи	злодей	
зълодѣꙗти	делать зло	
зълообразити	безобразничать	
зълопамѧтьнинъ	злопамятный	
зълословити	злословить	
зълословєсити	злословить	
зълотворьць	злодей	
зъль	зло	
зълѣ	плохо	
зълѣ	тяжело, жестоко; очень жестоко	
зълѣсловити	злословить	
зълѣхꙑтрꙑи	коварный	
зыбати	качать	
зыбучей	вариант зыбучій	
зыбучій	зыбучий	
зьдати	строить	
зьдатєль	творец	
зьдъ	устар. глина	
зьдъ	устар. каменная, глиняная, кирпичная стена	
зьдъ	устар. жилище, кров	
зьдъчии	гончар, горшечник, каменщик	
зьритєль	зритель	
зьркало	зеркало	
зьрно	зерно	
зьрьцало	зеркало	
зєкрꙑи	синеглазый	
зєлєнина	незрелый овощ	
зємлица	землица	
зємлєдѣланиѥ	обработка земли	
зємлємѣрие	геометрия	
зємлємѣрьнꙑи	измерительный	
зємлємѣрьць	геометр	
зємлѧ	земля	
зємлꙗ	земля	
зємь	земля	
зємємѣрьць	геометр	
зємꙗ	земля	
зєрзица	кукушка	
зєрємѧ	место, в котором находится стадо бобров	
зєѹсъ	название планеты Юпитер	
зѣкрꙑи	голубоглазый	
зѣло	очень	
зѣлость	свойство по значению прилагательного зѣлꙑи	
зѣльнꙑи	глубокий	
зѣлꙑи	сильный	
зѣница	анат. зрачок	
зѣти	зевать	
зѧбати	производить	
зѧбити	порождать	
зѧть	муж дочери или сестры	
зѹбъ	зуб	
зѹдологъ	изливающий семя	
зꙋбии	зубной	
зꙑбати	колебать	
зꙑбь	трясина	
зꙑчьливость	доброжелательность	
и	он	
ива	ива	
ивъка	уменьшительное от ива	
иго	иго	
игоумєнъ	игумен	
игра	игра	
игравшій	игравший	
игралищє	место игры	
игральнꙑи	игральный	
играти	играть	
играющій	играющий	
игрь	игра	
игрьнищє	место, предназначенное для состязаний, игр	
игрьнꙑи	?	
игрьць	актёр	
игрѹшка	игрушка	
игрѹшька	забава	
игънатии	Игнатий	
игємонъ	начальник области	
игѹменъ	религ. игумен	
игѹмєниꙗ	игуменья	
игѹмєнъ	начальник	
игѹмєнь	игумена	
иде	где	
идеже	где	
идеже	где (бы) ни, куда (бы) ни	
идолодѣлатєль	идолослужитель	
идоложрєнина	жертвенное мясо	
идоложьртвьнꙑи	жертвенное меясо	
идоложьрць	идолопоклонник	
идололатриꙗ	идолопоклонство	
идоломольць	идолопоклонник	
идолонєистовьство	языческий культ поклонения идолам	
идолослуженіе	идолослужение	
идолослѹжитєль	идолопоклонник	
идолослѹжьникъ	идолопоклонник	
идолослѹжєниѥ	идолопоклонство	
идолотворъ	идолопоклонник	
идолотрѣбьникъ	идолопоклонник	
идолочьтьць	идолопоклонник	
идолъ	идол	
идольскъ	языческий	
идучий	идущий	
идущій	идущий	
идый	идущий	
идяй	идущий	
идѹмѣискъ	идумейский	
идꙑ	идущий	
иждагати	сжигать	
ижде	где	
иждеже	где	
иждити	прожить	
иждєконьнъ	исконный	
иждєшти	сжечь, зажечь	
иже	который	
ижжити	прожить	
ижити	прожить	
избавившій	избавивший	
избавити	избавить	
избавленіе	избавление	
избавляющій	избавляющий	
избавляяй	избавляющий	
избавьникъ	избавитель	
избадати	изранить	
избивати	разбивать	
избивающій	избивающий	
избирати	выбирать, избирать	
избировати	избрать	
избити	перебить	
изблꙋдити	проблуждать	
избои	избиение	
изболѣти	изнемочь	
избости	вытащить	
избравшій	избравший	
избравый	прич. от избрать	
избранной	вариант избранный	
избраніе	избрание	
избрєсти	выпутаться из беды	
избіеніе	избиение	
избѣгнꙋти	убежать	
избѣжаніе	избежание	
избѣжати	уйти	
избꙑвати	изобиловать	
избꙑти	остаться	
извалити	вывалить	
изварити	сварить	
изваꙗти	изваять	
изведеніе	изведение	
извергающій	извергающий	
извиненіе	извинение	
извиняяй	извиняющий	
извнѣ	извне	
изводити	уводить	
изводяй	изводящий	
изволеніе	изволение	
изволити	пожелать	
изволодѣти	совладать	
изволочи	вынуть	
изволочити	вытащить	
изволочєниѥ	разоблачение	
изволяяй	изволяющий	
изврѣсти	нарушать молчание	
извънѫдѹ	извне	
извънѫтрь	изнутри	
извънѹ	извне	
извъпрашати	расспрашивать	
извьртѣти	провертеть	
извєсти	вывести	
извѣдавшій	изведавший	
извѣдѣти	узнать	
извѣдꙑвати	разузнавать	
извѣсити	взвесить	
извѣстивсѧ	известившись	
извѣстити	подтвердить	
извѣстный	известный, один из / перевод Н. Модзелевской, 1949 - НКРЯ	
извѣсто	заботливо	
извѣсто	несомненно, твёрдо	
извѣстославити	точно определить	
извѣстословити	точно определить	
извѣсть	толкование	
извѣстьно	несомненно, точно	
извѣстьнѣ	несомненно, точно	
извѣстіе	известие	
извѣстѣ	тщательно	
извѣсъ	гиря весовая	
извѣтити	создать	
извѣщавати	произносить	
извѣꙗти	очистить веянием	
извѧзати	связать	
извꙑкнꙋти	изучить	
изгага	изжога	
изгазити	уничтожить	
изгасити	погасить	
изгибающійся	изгибающийся	
изгладити	сгладить	
изгласити	произнести	
изгнаніе	изгнание	
изгнєсти	выдавить	
изгодити	улучить время	
изгонити	выгнать	
изгонъ	преследование	
изгоняющій	изгоняющий	
изгорѣти	сгореть	
изготовити	приготовить	
изгошити	устроить	
изгрꙋбити	погрешить	
изгѹбати	совокуплять	
изгѹбити	погубить	
изгꙋсти	горевать	
изгꙑбати	исчезать	
изгꙑбнꙋти	погибнуть	
изгꙑнати	изгонять	
издавати	отпускать	
издавити	раздавить	
издавьна	издавна	
издалеча	издали	
издалече	издали	
изданіе	издание	
издающій	издающий	
издаꙗти	отдать	
изджити	прожить	
издобрити	украсить	
издобꙑти	раздобыть	
издоволити	снабдить	
издоровѣти	выздороветь	
издраиль	Израиль	
издрѧдь	чрезвычайно	
издрѧдьно	чрезвычайно	
издълбити	выдолбить	
издъхнꙋти	умереть	
издыхающій	издыхающий	
издѣваючи	дееприч. от издѣвать	
издѣлати	устроить	
издѣлити	наделить чем-либо	
издѣліе	изделие	
издѣти	извлечь	
издѣꙗти	совершать	
издѹшити	задушить	
издꙑхати	задыхаться	
изискꙑвати	искать судом	
изити	выйти	
изкѹпити	искупить	
изламати	сломать	
излаꙗти	обругать	
излиха	чрезвычайно, слишком; ещё больше	
излихвавати	давать в рост (под процент)	
излишней	вариант излишній	
излишній	излишний	
изложеніе	изложение	
изложити	рассказать	
